count,local_dummy,minuto,name,numero,posicion
5,0,"<div class=""col-xs-2 minutoGol""><small>min</small><span>46'</span></div>","<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/6276"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/6276/6276.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/6276/6276.jpg""/>
</a>
</div>","<strong class=""numero"">#13 </strong>","<span class=""posicion""></span>"
5,0,"<div class=""col-xs-2 minutoGol""><small>min</small><span>85'</span></div>","<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/3140"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/3140/3140.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/3140/3140.jpg""/>
</a>
</div>","<strong class=""numero"">#8 </strong>","<span class=""posicion""></span>"
5,0,"<div class=""col-xs-2 minutoGol""><small>min</small><span>85'</span></div>","<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/2824"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/2824/2824.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/2824/2824.jpg""/>
</a>
</div>","<strong class=""numero"">#20 </strong>","<span class=""posicion""></span>"
1,0,"<div class=""col-xs-2 minutoGol""><small>min</small><span>89'</span></div>","<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/13274/christian-antonio-montecinos-gonzalez"">
<img alt=""Christian Montecinos"" onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/13274/13274.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/13274/13274.jpg""/>
</a>
</div>","<strong class=""numero"">#21 </strong>","<span class=""posicion""></span>"
2,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/13940/jose-miguel-zavaelavd"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/13940/13940.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/13940/13940.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #1
                                                </strong>","<span class=""posicion""></span>"
2,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/2788/pedro-muñoz-de-la-torre"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/2788/2788.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/2788/2788.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #4
                                                </strong>","<span class=""posicion""></span>"
2,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/851/miguel-españa-garces"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/851/851.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/851/851.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #6
                                                </strong>","<span class=""posicion""></span>"
2,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/14741/gabriel-esteban-caballero-schiker"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/14741/14741.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/14741/14741.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #9
                                                </strong>","<span class=""posicion""></span>"
2,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/10190/hector-raymundo-adomaitis-larrabure"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/10190/10190.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/10190/10190.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #10
                                                </strong>","<span class=""posicion""></span>"
2,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/2579/jorge-rodriguez-esquivel"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/2579/2579.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/2579/2579.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #11
                                                </strong>","<span class=""posicion""></span>"
2,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/4800/jose-francisco-gabriel-de-anda"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/4800/4800.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/4800/4800.jpg""/>
</a>
</div>","<strong class=""numero"">
<span class=""posicionJ capitan""> </span> 
                                                    #13
                                                </strong>","<span class=""posicion""></span>"
2,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/891/alberto-garcia-martinez"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/891/891.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/891/891.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #15
                                                </strong>","<span class=""posicion""></span>"
2,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/7133/edgar-nicolas-ramirez-cecena"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/7133/7133.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/7133/7133.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #16
                                                </strong>","<span class=""posicion""></span>"
2,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/7774/jared-francisco-borgetti-echavarria"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/7774/7774.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/7774/7774.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #18
                                                </strong>","<span class=""posicion""></span>"
2,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/11368/wagner-ricardo-de-souza"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/11368/11368.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/11368/11368.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #23
                                                </strong>","<span class=""posicion""></span>"
3,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/1937/julio-cesar-algarin-iglesias"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/1937/1937.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/1937/1937.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #2
                                                </strong>","<span class=""posicion""></span>"
3,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/2411/francisco-salvador-mariscal-mendoza"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/2411/2411.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/2411/2411.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #3
                                                </strong>","<span class=""posicion""></span>"
3,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/1532/jose-guadalupe-rubio-talamantes"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/1532/1532.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/1532/1532.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #5
                                                </strong>","<span class=""posicion""></span>"
3,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/11078/daniel-deeke-canseco"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/11078/11078.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/11078/11078.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #14
                                                </strong>","<span class=""posicion""></span>"
3,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/4819/saul-quiñones-arreola"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/4819/4819.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/4819/4819.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #19
                                                </strong>","<span class=""posicion""></span>"
3,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/51286/carlos-olaf-heredia-orozco"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/51286/51286.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/51286/51286.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #20
                                                </strong>","<span class=""posicion""></span>"
3,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/jugador/13274/christian-antonio-montecinos-gonzalez"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/13274/13274.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/13274/13274.jpg""/>
</a>
</div>","<strong class=""numero"">
                                                    
                                                    
                                                    #21
                                                </strong>","<span class=""posicion""></span>"
4,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/cuerpotecnico/22793/alfredo-tena-garduño"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/22793/22793.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/22793/22793.jpg""/>
</a>
</div>","<strong class=""numero"">DT </strong>","<span class=""posicion"">Director Técnico</span>"
4,0,,"<div class=""jugador"">
<a class=""loadershow"" href=""/cancha/cuerpotecnico/51746/jorge-mario-galvan-zermeno"">
<img onerror=""this.src='http://www.ligamx.net/docs/archdgtl/AfldDrvd/photos/51746/51746.jpg'"" src=""https://s3.amazonaws.com/lmxwebsite/media/wpagephotos/47/53/51746/51746.jpg""/>
</a>
</div>","<strong class=""numero"">DR </strong>","<span class=""posicion"">Médico</span>"
